gym_id,Gym Name,Owner Name,Phone Number,Email,Address,Functionality description,insights,Ratings and reviews,Establishment date
UDR-008,Metroflex Gym,Not publicly listed,+91-96806-64789,,"1st Floor, Gokul Tower, Near C.A. Circle, Sector 14, Hiran Magri, Udaipur, Rajasthan 313002","Premier fitness facility offering top-notch training, gym equipment, and a supportive fitness community. Services include strength training, cardio, CrossFit, functional training, diet kitchen, and Thai Spa services. Expert experienced coaches. Open 5am-12pm and 4pm-11pm.","4.3/5 Justdial (194 ratings, 45 photos). Instagram: @metroflexgym_rj27 (2,401 followers, 211 posts). Alt phone: +91-63767-45058. Credited with bringing modern gym culture to Udaipur. Unique combination of Thai Spa and Diet Kitchen sets it apart from standard gyms. Located in Sector 14, Hiran Magri — a well-populated residential zone. Instagram tagline: 'No Excuses Challenge.'",4,1/1/2017
UDR-009,Gold's Gym Udaipur,Not publicly listed,,,"49-A, Panchawati (Saheli Marg), Opp. Fateh Sagar Lake, Udaipur, Rajasthan 313001","International franchise gym with premium fitness experience and scenic views of Fateh Sagar Lake. Offers wide range of equipment and group fitness classes. Services include strength training, cardio, Zumba, aerobics, nutrition counselling, personal training, and multiple group fitness formats. Premium facilities with certified fitness trainers.","Part of Gold's Gym India franchise (Gold's Gym entered India in 2002, now has 120+ locations). Unique lakeside setting opposite Fateh Sagar Lake — the most scenic gym location in Udaipur. Listed in multiple top gym guides. Nutrition counselling and personal training as key offerings. Competes with Anytime Fitness and Healthline in the premium fitness segment in Udaipur. Website: goldsgym.com/udaipurpanchavatirajasthan.",4,1/1/2018
UDR-010,Arth Skin and Fitness Gym,Not publicly listed,+91-85598-55945,,"3rd Floor, 4C Arth Building, Behind Bhartiya Lok Kala Mandal, Madhuban, Udaipur, Rajasthan 313001","Modern gym with latest equipment and technology in a contemporary infrastructure. Facilities for full gym workout, skin care, and fitness. Ideal for fitness goals in a comfortable yet fun environment. Open 9am-7pm.",Unique combination of gym and skin care services — one of the few gyms in Udaipur offering beauty/skin services alongside fitness. Located behind Bhartiya Lok Kala Mandal in Madhuban — the cultural hub of Udaipur. Shares building vicinity with Anytime Fitness (both near Lok Kala Mandal). Listed in UdaipurBlog Top 10 gyms list.,4,1/1/2017
UDR-011,Trans Gym,Not publicly listed,+91-76270-83456,,"377-378, Ashok Nagar, Near Shreeniketan, 1st Floor, Above Supplement Factory, Udaipur, Rajasthan 313001","Comprehensive all-around health and fitness facility. Offers every training program and facility needed with guidance from experienced coaches. Services include strength training, cardio, personal training, and group fitness programs. Open Mon-Sat 6am-11am, 4pm-10pm. Sunday Closed.",Billed as a one-stop shop for all-around health and fitness programs in Udaipur. Located in Ashok Nagar near Shreeniketan. Listed in UdaipurBlog Top 10 Gyms list. Located above a Supplement Factory — convenient for members seeking protein and nutrition products. Experienced coaches offering complete guidance.,4,1/1/2016
UDR-012,Fitness Avenger (Silver Square Health Club),Not publicly listed,+91-95490-45301,,"Shree Radhe Plaza, 1st Floor, Sector No. 4, Hiran Magri Main Road, Udaipur, Rajasthan 313001","Premium gym in the Hiran Magri Sector 4 area, known especially for people living in the sectors. Equipped with first-class amenities, offering strength training, cardio, personal training, and group fitness sessions. Famous for quick results and body transformation. Open Mon-Sat 6am-10pm. Sunday Closed.",Also known as Silver Square Health Club. Alt phone: +91-77378-83838. Listed in top Udaipur gym guides including UdaipurBlog. Famous for its transformation and speedy results. Serves Hiran Magri Sector 4 community. Described as 'the talk of the town' for sector residents. Equipped with first-class amenities that delight gym-goers.,4,1/1/2015
UDR-013,Udaipur Fitness Club,Not publicly listed,+91-95493-37867,,"Sector No. 11, Hiran Magri, Udaipur, Rajasthan 313001","Well-equipped gym in Hiran Magri Sector 11. Offers Zumba dance classes, yoga, aerobics, strength training, and cardio alongside standard gym equipment. Services for men and women. Open Mon-Sat 6am-12pm (midnight). Sunday Closed.","Located in Hiran Magri Sector 11 — one of Udaipur's most densely populated residential sectors. Offers Zumba, yoga and aerobics in addition to conventional gym — a value-adding combination for residents. Listed in UdaipurBlog Top 10 gyms. Extended hours until midnight (6am-12am) give it a strong advantage over competitors that close at 10-11pm.",4,1/1/2014
UDR-014,The Gym Zone,Not publicly listed,,,"1st Floor, Om Tower, University Road, Near Choti Pipli, Udaipur, Rajasthan 313001 (Multiple branches across Udaipur)","Multi-branch gym offering organized fitness programs including Muscle Body Fitness, Full-Body Transformation, and Lean Body Fitness programs. Services: strength training, cardio, personal training, aerobics, Zumba. Open Mon-Sat 5am-10am, 4pm-10pm. Additional branches at Ganapati Nagar and Pahada (Sector).","Multi-branch gym brand in Udaipur. Listed in UdaipurBlog Top 10 Gyms. Multiple branches: University Road (Near Choti Pipli), Ganapati Nagar Near PNB, Pahada G Block, and Radaji Complex Teetardi-Gupteswar Ji Road (Near HP Petrol Pump). Branded fitness programmes (Muscle Body Fitness, Full-Body Transformation, Lean Body Fitness) set it apart from conventional gyms.",4,1/1/2016
UDR-015,Vindeep's Fit List,Vindeep (Owner/Head Trainer),,,"Room No. 201, 2nd Floor, Aasu Villa, Above Punjabi Tadka Restaurant, 100 Feet Road, Udaipur, Rajasthan 313001","Unisex gym with separate training areas for men and women. Also offers a women-only training area — one of few such dedicated facilities in Udaipur. Provides personal training, strength training, cardio, and group fitness. Separate areas ensure comfort for female members. Open Mon-Sat 6am-11am & 5pm-9:45pm.",Founded with the vision of providing women a comfortable workout space without hesitation or embarrassment. One of Udaipur's rare gyms offering both dedicated women-only section AND a unisex gym. Listed in top Udaipur gym guides. Head trainer and founder Vindeep is personally involved. Located on 100 Feet Road — a high-traffic commercial corridor in Udaipur.,4,1/1/2017
UDR-016,Talwalkars Gym Udaipur,Not publicly listed,+91-294-2420236,,"2nd Floor, Govardhan Plaza, Opposite Bhartiya Lok Kala Mandal, Panchwati, Udaipur, Rajasthan 313001","India's largest gym chain with 211+ branches. Offers Weight Gain/Loss Training, Cardio, Aerobics, Steam/Sauna, Yoga, Spa, Spin Cycle Studio, NuForm, EMS Body Training, Nutrition & Diet Counselling. Team includes Dieticians, Master Trainers, Managers, and Physiotherapists. World-class TechnoGym and Life Fitness equipment.","Part of Talwalkars chain — India's largest gym chain established nationally since 1932, 211+ branches, 200,000+ members, BSE/NSE listed. 3rd largest health club in Asia. Adjacent to Bhartiya Lok Kala Mandal (cultural centre) in Panchwati. Website: talwalkars.net. Staffed by dieticians, master trainers, and physiotherapists — a full wellness team.",4,1/1/2012
UDR-017,Rust Fitness Centre,Not publicly listed,+91-294-2414756,,"9, Opp. Govind Pura Colony, M.B. College Road, Udaipur City, Udaipur, Rajasthan 313001","Specialised fitness centre for both men and women. Equipped with Treadmills, Elliptical Trainer, Bikes, Strength Equipment, Yoga Mats, Push-up Bars, Dumbbells, Rubber Plates, Jump Aerobics, Wheel Exercise, Boxing Trainer, Family Walker. Provides customized exercises per individual requirements with professional training. Special areas for free weights, stretches, warm-ups and abdominal exercises outside the main workout space.","State-of-the-art fitness centre in Udaipur specialising in customised exercise programming tailored to individual needs. Unique feature: dedicated outdoor-style space for free weights, stretches and warm-ups outside the main enclosed gym area. Listed in UdaipurOnline gym guide. Also notable as a gym equipment supplier (Rust Fitness) — serves dual role. Located near M.B. College Road.",4,1/1/2005
UDR-018,Seven Two Health Club (72 Health Club),Not publicly listed,,,"Opposite Hansa Palace, Hiran Magri Main Road, Behind ICICI Bank ATM, Sector 4, Pooja Nagar, Hiran Magri, Udaipur, Rajasthan 313001","Full-service gym serving the Hiran Magri Sector 4 / Pooja Nagar community. Offers strength training, cardio, personal training, and group fitness programs. Conveniently located opposite Hansa Palace Hotel on Hiran Magri Main Road for easy landmark access. Also has a second branch in the area.","Listed on FITPASS platform. Located in Pooja Nagar, Hiran Magri Sector 4 — adjacent to the Fitness Avenger gym cluster, indicating high fitness demand in this zone. Located behind ICICI Bank ATM and opposite Hansa Palace — excellent landmark accessibility. Second branch also exists nearby. Part of the growing fitness infrastructure in Hiran Magri sectors.",3,1/1/2018
UDR-019,Anjanay Health Club & Gym,Not publicly listed,,,"Alok School, Sector 11, Hiran Magri, Udaipur, Rajasthan 313002",Well-equipped fitness centre in Hiran Magri Sector 11. Offers a comprehensive range of gym equipment with professional certified trainers. Serves both men and women. Established 2005. Spacious area with positive environment to work out. Best assistance from highly professional and experienced personal trainers.,"Established 2005 — one of Udaipur's longer-running gyms. Grown into a well-equipped fitness centre with a team of highly professional and experienced personal trainers. Listed in UdaipurOnline gym guide. Located in Hiran Magri Sector 11, providing a positive environment for all fitness levels. Reliable, community-trusted neighbourhood gym.",4,1/1/2005
UDR-020,Daesthetic Club,Not publicly listed,,,"196, Lavanya Lane, Sanskar Apartment, Near Celebration Garden, Udaipur, Rajasthan 313001","Aesthetics-focused gym and fitness club in Udaipur. Specialises in aesthetics and body sculpting alongside conventional strength training and cardio. Offers personal training and group fitness programmes in a modern, well-equipped environment near Celebration Garden.",Listed on FITPASS platform. Located near Celebration Garden — a popular event venue in Udaipur. The 'Daesthetic' name signals a focus on body aesthetics/sculpting — targeting gym-goers seeking physique transformation beyond mere fitness. Located in Lavanya Lane near Sanskar Apartment. A niche aesthetic gym positioning in the Udaipur market.,3,1/1/2019
UDR-021,J.K. Physiotherapy & Fitness Centre,Not publicly listed,,,"Plot No. 8, Gyangarh Road, Near 4Sure Fitness, Shobhagpura, Udaipur, Rajasthan 313001","Physiotherapy and fitness centre offering a dual service combining physiotherapy treatment with gym training. Services include gym workouts, physiotherapy sessions, rehabilitation training, strength exercises, and cardio. Ideal for injury recovery alongside fitness goals.","Located 1.31 km from 4Sure Fitness — both in the Shobhagpura area, indicating a fitness cluster. Combines physiotherapy with gym services — similar positioning to Healthline Fitness Studio but in the Shobhagpura zone. Serves residents who need rehabilitation combined with fitness training. Listed on Google Maps near 4Sure Fitness.",4,1/1/2017
UDR-022,Warriors Fitness Club,Not publicly listed,,,"Anand Vihar, Sector 4, Near Chintaman Coaching, Hiran Magri, Udaipur, Rajasthan 313001","Community-driven fitness club in the Hiran Magri Sector 4 area. Services include strength training, cardio, personal training, and group fitness programs. Caters to the Anand Vihar and Sector 4 residential community. Positioned as a warrior-spirited, results-focused training environment.","Listed on FITPASS platform. Located in Anand Vihar, Sector 4 — within the densely populated Hiran Magri residential zone. 'Warriors' brand positioning appeals to members seeking an intense, disciplined training culture. Serves the Sector 4/Anand Vihar neighbourhood alongside Seven Two Health Club and Fitness Avenger in the same area.",3,1/1/2019
UDR-023,Next Level Fitness,Not publicly listed,,,"Opposite R.K. Mall, Panchwati Chowk, Panchwati, Udaipur, Rajasthan 313004","Full-service fitness gym in the busy Panchwati commercial zone. Services include strength training, cardio, personal training, and body transformation programs. Located opposite one of Udaipur's busiest commercial malls (R.K. Mall) for maximum footfall and visibility.","Prime commercial location opposite R.K. Mall in Panchwati — one of Udaipur's busiest intersections. Listed in drug-research.in top gyms of Udaipur. 'Next Level' branding targets members seeking to progress beyond their current fitness. Panchwati is a fitness-dense area with Oxygen Plus, Talwalkars, and FTC all nearby.",3,1/1/2020
UDR-024,Personal Point Care Fitness,Not publicly listed,,,"New Fatehpura, Udaipur, Rajasthan 313001","Fitness centre in New Fatehpura offering personal care approach to fitness. Services focus on personalized training plans for individual fitness goals. Provides strength training, cardio, and personal training in a focused, attentive environment.","Listed in UdaipurOnline gym guide for New Fatehpura area. The 'Personal Point Care' name emphasizes personalised, one-on-one attention — appealing to members seeking individual coaching over generic group training. New Fatehpura is a growing residential zone in Udaipur with limited premium gym options, making this a key fitness resource for the neighbourhood.",3,1/1/2018
UDR-025,U Can Fitness Studio,Not publicly listed,,,"Vaikuntha Sports Academy, New Flora Colony, Navratan Complex, Udaipur, Rajasthan 313001","Fitness studio within Vaikuntha Sports Academy complex in Navratan Complex. Offers gym training, strength and conditioning, cardio, and sports performance-oriented fitness programs. Shares premises with sports academy facilities. Serves both general fitness members and sports performance seekers.","Listed on FITPASS platform. Located within Vaikuntha Sports Academy — a sports training complex in New Flora Colony, Navratan Complex. The sports academy setting is unique as it positions fitness training in the context of athletic performance. New Flora Colony near Navratan Complex is an established residential area. Shares the Navratan Complex fitness zone with Rnold Fitness Club (80 Feet Road area).",3,1/1/2020
UDR-026,The Fitness Zone (Subhash Nagar),Not publicly listed,,,"38-B, Ashok Nagar Main Road, Above RedTape Outlet, Subhash Nagar, Udaipur, Rajasthan 313001","Multi-purpose gym and fitness zone in the Subhash Nagar/Ashok Nagar area. Offers strength training, cardio, personal training, and group fitness. Located above a premium retail store (RedTape) on Ashok Nagar Main Road for easy landmark identification.",Listed on FITPASS platform. Located above RedTape Outlet on Ashok Nagar Main Road — a prominent commercial address in Subhash Nagar. Competes in the same zone as Trans Gym and other Ashok Nagar fitness centres. Ashok Nagar/Subhash Nagar area is a busy commercial and residential mix providing strong foot traffic for the gym.,3,1/1/2019
UDR-027,Iron Paradise Fitness Hub,Not publicly listed,,,"J-45, Haridas Ji Ki Magri, Behind Bal Vinay Mandir School, Trident Road, Mulla Talai, Udaipur, Rajasthan 313001","Strength and bodybuilding-focused gym in Mulla Talai, near Trident Hotel area. Known for its extensive range of weights and strength training equipment. If your focus is on building muscle, this gym provides the tools and environment to achieve goals. Offers personal training, strength, and conditioning programs.",Located in Mulla Talai near the Trident Hotel — a heritage zone in Udaipur. Listed in vocal.media top gyms guide as known for its extensive range of weights and strength training equipment. The 'Iron Paradise' brand name signals a serious bodybuilding and powerlifting culture. Proximity to Trident Hotel means it may also serve hotel guests and luxury tourists.,4,1/1/2019
UDR-028,Club Olympus at Trident Hotel,Trident Hotel Management,,,"Trident Hotel, Mulla Talai, Lake Pichola Area, Udaipur, Rajasthan 313001","Luxury fitness club within Trident Hotel (ITC Hotels group). Offers world-class fitness facilities in a premium hotel setting with serene Lake Pichola views. Services include full gym, personal training, swimming pool, wellness services, and spa. Premium amenities targeting hotel guests and high-income city residents.","Part of Trident Hotels (ITC Hotels Group) — luxury 5-star hospitality brand. Known for its luxurious fitness and wellness services in Udaipur. Listed in vocal.media and iloveudaipur.in as the standout luxury gym in Udaipur. Stands out for combining lake views with premium fitness in the heritage area near Lake Pichola. Targets business travellers, luxury tourists, and high-income Udaipur residents. Unique positioning: the only hotel gym in top Udaipur gym lists.",5,1/1/2010
UDR-029,Body Temple Fitness,Not publicly listed,,,"Bhopalpura / JP Nagar area, Udaipur, Rajasthan 313001","Strength training and conditioning-focused gym in Udaipur. Known for no-frills approach with strong focus on strength training. Services include strength training, cardio, bodybuilding, and personal training. Offers a supportive community environment for serious fitness enthusiasts.",Listed in vocal.media top gyms guide. Described as a 'no-frills gym with a strong focus on strength training and conditioning.' Supportive community environment for fitness enthusiasts. The 'Body Temple' name signals respect for physical training as a discipline. Targets serious strength and bodybuilding members who prefer functional training over luxury amenities.,4,1/1/2018
UDR-030,Flex Fitness Studio,Not publicly listed,,,"68B, 2nd Floor, Saraswati Marg, Opp. Chandra Hyundai, Subhash Nagar, Udaipur, Rajasthan 313001","Popular fitness studio offering mix of traditional gym equipment and modern fitness classes including Zumba and HIIT. Provides free trial sessions for new members. Services include strength training, cardio, Zumba, HIIT, personal training, and group fitness programs. Located on Saraswati Marg, Subhash Nagar.","Listed in drug-research.in top 20 gyms in Udaipur and iloveudaipur.in top gyms guide. Offers free trial sessions — a member acquisition strategy that differentiates it. Zumba + HIIT combination alongside traditional gym services makes it versatile. Located on Saraswati Marg opposite Chandra Hyundai in Subhash Nagar — a prominent commercial location. Alt address reference: 68B, 2nd Floor, Saraswati Marg.",4,1/1/2018
UDR-034,Addiction Gym & Fitness Center,Mahendra Dagdi,+91-98296-92387,addictiongymudaipur@gmail.com,"Rada Ji Temple, Near New Bhupalpura, Kharakua, Udaipur, Rajasthan 313001","Professional fitness centre living up to its name by making people 'addicted to fitness.' Certified trainers take care of both workout and nutrition/diet alongside physical training. Services: Core Training, Cardio, Strength Training, Personal Training, Pilates, Men's Gym Training. Open Mon-Sat 5:30am-9:30pm.","Founded by Mahendra Dagdi. Facebook: addictiongymudr (100% recommend, 8 reviews). Email: addictiongymudaipur@gmail.com. Website: mahendradagdi.wixsite.com/website. Instagram active. Listed in feeltheudaipur.com and TheUdaipurStore top gym lists. Unique branding: 'Addiction Gym makes people addicted to fitness.' Located near Rada Ji Temple in New Bhupalpura/Kharakua — a growing residential zone in Udaipur. Also listed on IndiaMART as 'woex Traders' providing gym services.",4,1/1/2016
UDR-035,Yogic Fitness,Not publicly listed,,,"100 Feet Road, New Bhupalpura, Udaipur, Rajasthan 313001","Holistic fitness centre integrating yogic philosophy with modern gym training in New Bhupalpura. Offers gym workouts, yoga, women-specific fitness programs, and strength training. Registered as both a gym and women's gym. 24+ additional services listed on Justdial. Open standard gym hours.","Listed as a FITPASS partner gym. Justdial rating: 5.0/5 (7 ratings), listed as 'Women Gyms + 28 More' — broadest service range at this location type. Located on 100 Feet Road in New Bhupalpura — a rapidly developing residential-commercial corridor. The 'Yogic' name signals a wellness-integrated fitness philosophy. Located in the same zone as Addiction Gym and Healthline's new branch.",5,1/1/2020
UDR-036,Body Garage The Gym,Not publicly listed,,,"Bhagwan Parshuram Road, Santosh Nagar, Gayariawas, Central Area, Udaipur, Rajasthan 313001","Automotive-themed fitness gym in the Santosh Nagar / Gayariawas area of central Udaipur. The 'Body Garage' concept frames physical training as mechanical maintenance for the human body. Offers strength training, bodybuilding, cardio, and personal training in a unique themed environment.","Listed in worldorgs.com Udaipur gym directory. Located in Gayariawas, central Udaipur — an established commercial and residential zone. The 'Body Garage' automotive metaphor is a distinctive brand identity in the Udaipur gym market. Santosh Nagar is part of Bhopalpura — a premium residential area. Competes in the central Udaipur fitness corridor alongside established gyms.",4,1/1/2019
UDR-037,Moon Gym,Not publicly listed,,,"20-A, Amba Mata, Charak Marg, State Highway 50, Near SBI Bank, Udaipur, Rajasthan 313001","Neighbourhood fitness gym in the Amba Mata area of Udaipur near SBI Bank on Charak Marg/State Highway 50. Provides strength training, cardio, and general fitness services for the local residential community. Open standard gym hours.",Listed in worldorgs.com Udaipur gym directory. Located on Charak Marg near SBI Bank in the Amba Mata area — a key locality along State Highway 50. The 'Moon Gym' branding is distinctive in Udaipur's gym market. Amba Mata is an established residential neighbourhood near the old city. Serves the Amba Mata and surrounding community. SBI Bank proximity provides easy landmark identification.,3,1/1/2018
UDR-038,Dolphin Health Club,Not publicly listed,,,"Udaipur, Rajasthan 313001 (Central/Old City area)","Established health club in Udaipur offering comprehensive fitness services. One of the older gyms in Udaipur with a loyal membership base. Services include weight training, cardio, and personal fitness coaching.","Listed in TheUdaipurStore.com top 10 gyms in Udaipur list alongside 4Sure Fitness, Gold's Gym, Rnold Fitness Club, Five Town Club, and Addiction Gym. Listed as an established, trusted gym name in the city. Dolphin is one of Udaipur's older health clubs, predating the premium gym wave of 2015-2020. Community-trusted gymnasium in central Udaipur.",4,1/1/2005
